SamplingEvent,Year,StationName,Analyte,Conc,ConcUnits,Flow,LocType,Load,LoadUnits
"Jan 11-12, 2017",2017,CCSB- Overflow Weir,TOC,7,mg/L as C,10897.5,Inlet,186.6,"1,000 kg/day"
"Jan 11-12, 2017",2017,CCSB- Overflow Weir,TSS,556,mg/L,10897.5,Inlet,14820,"1,000 kg/day"
"Jan 11-12, 2017",2017,CCSB- Overflow Weir,VSS,50,mg/L,10897.5,Inlet,1333,"1,000 kg/day"
"Jan 11-12, 2017",2017,Fremont Weir,Chloride- filtered,2.33,mg/L,124511.8,Inlet,709.8,"1,000 kg/day"
"Jan 11-12, 2017",2017,Fremont Weir,DOC,3.3,mg/L as C,124511.8,Inlet,1005,"1,000 kg/day"
"Jan 11-12, 2017",2017,Fremont Weir,Iron- filtered,375,ug/L,124511.8,Inlet,114200,kg/day
"Jan 11-12, 2017",2017,Fremont Weir,Manganese- filtered,9.66,ug/L,124511.8,Inlet,2943,kg/day
"Jan 11-12, 2017",2017,Fremont Weir,MeHg- filtered,0.0437,ng/L,124511.8,Inlet,13.31,g/day
"Jan 11-12, 2017",2017,Fremont Weir,MeHg- particulate,0.102,ng/L,124511.8,Inlet,31.07,g/day
"Jan 11-12, 2017",2017,Fremont Weir,MeHg- total,0.146,ng/L,124511.8,Inlet,44.48,g/day
"Jan 11-12, 2017",2017,Fremont Weir,POC,1.57,mg/L as C,124511.8,Inlet,478.3,"1,000 kg/day"
"Jan 11-12, 2017",2017,Fremont Weir,THg- filtered,3.45,ng/L,124511.8,Inlet,1051,g/day
"Jan 11-12, 2017",2017,Fremont Weir,THg- particulate,20.7,ng/L,124511.8,Inlet,6306,g/day
"Jan 11-12, 2017",2017,Fremont Weir,THg- total,24.1,ng/L,124511.8,Inlet,7342,g/day
"Jan 11-12, 2017",2017,Fremont Weir,TOC,4.87,mg/L as C,124511.8,Inlet,1484,"1,000 kg/day"
"Jan 11-12, 2017",2017,Fremont Weir,TSS,172,mg/L,124511.8,Inlet,52400,"1,000 kg/day"
"Jan 11-12, 2017",2017,Fremont Weir,VSS,16.7,mg/L,124511.8,Inlet,5087,"1,000 kg/day"
"Jan 11-12, 2017",2017,Knights Landing Ridge Cut,Chloride- filtered,14,mg/L,1865.4,Inlet,63.89,"1,000 kg/day"
"Jan 11-12, 2017",2017,Knights Landing Ridge Cut,DOC,6.9,mg/L as C,1865.4,Inlet,31.49,"1,000 kg/day"
"Jan 11-12, 2017",2017,Knights Landing Ridge Cut,Iron- filtered,170,ug/L,1865.4,Inlet,775.9,kg/day
"Jan 11-12, 2017",2017,Knights Landing Ridge Cut,Manganese- filtered,2.57,ug/L,1865.4,Inlet,11.73,kg/day
"Jan 11-12, 2017",2017,Knights Landing Ridge Cut,MeHg- filtered,0.054,ng/L,1865.4,Inlet,0.2464,g/day
"Jan 11-12, 2017",2017,Knights Landing Ridge Cut,MeHg- particulate,0.07,ng/L,1865.4,Inlet,0.3195,g/day
"Jan 11-12, 2017",2017,Knights Landing Ridge Cut,MeHg- total,0.124,ng/L,1865.4,Inlet,0.5659,g/day
"Jan 11-12, 2017",2017,Knights Landing Ridge Cut,POC,4.8,mg/L as C,1865.4,Inlet,21.91,"1,000 kg/day"
"Jan 11-12, 2017",2017,Knights Landing Ridge Cut,THg- filtered,2.7,ng/L,1865.4,Inlet,12.32,g/day
"Jan 11-12, 2017",2017,Knights Landing Ridge Cut,THg- particulate,26.9,ng/L,1865.4,Inlet,122.8,g/day
"Jan 11-12, 2017",2017,Knights Landing Ridge Cut,THg- total,29.6,ng/L,1865.4,Inlet,135.1,g/day
"Jan 11-12, 2017",2017,Knights Landing Ridge Cut,TOC,11.7,mg/L as C,1865.4,Inlet,53.4,"1,000 kg/day"
"Jan 11-12, 2017",2017,Knights Landing Ridge Cut,TSS,407,mg/L,1865.4,Inlet,1857,"1,000 kg/day"
"Jan 11-12, 2017",2017,Knights Landing Ridge Cut,VSS,37,mg/L,1865.4,Inlet,168.9,"1,000 kg/day"
"Jan 11-12, 2017",2017,Putah Creek at Mace Blvd,Chloride- filtered,3,mg/L,723,Inlet,5.307,"1,000 kg/day"
"Jan 11-12, 2017",2017,Putah Creek at Mace Blvd,DOC,5.7,mg/L as C,723,Inlet,10.08,"1,000 kg/day"
"Jan 11-12, 2017",2017,Putah Creek at Mace Blvd,Iron- filtered,688,ug/L,723,Inlet,1217,kg/day
"Jan 11-12, 2017",2017,Putah Creek at Mace Blvd,Manganese- filtered,4.87,ug/L,723,Inlet,8.614,kg/day
"Jan 11-12, 2017",2017,Putah Creek at Mace Blvd,MeHg- filtered,0.042,ng/L,723,Inlet,0.07429,g/day
"Jan 11-12, 2017",2017,Putah Creek at Mace Blvd,MeHg- particulate,0.274,ng/L,723,Inlet,0.4847,g/day
"Jan 11-12, 2017",2017,Putah Creek at Mace Blvd,MeHg- total,0.316,ng/L,723,Inlet,0.559,g/day
"Jan 11-12, 2017",2017,Putah Creek at Mace Blvd,POC,1.5,mg/L as C,723,Inlet,2.653,"1,000 kg/day"
"Jan 11-12, 2017",2017,Putah Creek at Mace Blvd,THg- filtered,5.3,ng/L,723,Inlet,9.375,g/day
"Jan 11-12, 2017",2017,Putah Creek at Mace Blvd,THg- particulate,111,ng/L,723,Inlet,196.3,g/day
"Jan 11-12, 2017",2017,Putah Creek at Mace Blvd,THg- total,116,ng/L,723,Inlet,205.2,g/day
"Jan 11-12, 2017",2017,Putah Creek at Mace Blvd,TOC,7.2,mg/L as C,723,Inlet,12.74,"1,000 kg/day"
"Jan 11-12, 2017",2017,Putah Creek at Mace Blvd,TSS,1080,mg/L,723,Inlet,1910,"1,000 kg/day"
"Jan 11-12, 2017",2017,Putah Creek at Mace Blvd,VSS,100,mg/L,723,Inlet,176.9,"1,000 kg/day"
"Jan 11-12, 2017",2017,Sac River above the Sacramento Weir,Chloride- filtered,2,mg/L,33200,Inlet,162.5,"1,000 kg/day"
"Jan 11-12, 2017",2017,Sac River above the Sacramento Weir,DOC,3.1,mg/L as C,33200,Inlet,251.8,"1,000 kg/day"
"Jan 11-12, 2017",2017,Sac River above the Sacramento Weir,Iron- filtered,270,ug/L,33200,Inlet,21930,kg/day
"Jan 11-12, 2017",2017,Sac River above the Sacramento Weir,Manganese- filtered,16.5,ug/L,33200,Inlet,1340,kg/day
"Jan 11-12, 2017",2017,Sac River above the Sacramento Weir,MeHg- filtered,0.042,ng/L,33200,Inlet,3.412,g/day
"Jan 11-12, 2017",2017,Sac River above the Sacramento Weir,MeHg- particulate,0.117,ng/L,33200,Inlet,9.504,g/day
"Jan 11-12, 2017",2017,Sac River above the Sacramento Weir,MeHg- total,0.159,ng/L,33200,Inlet,12.92,g/day
"Jan 11-12, 2017",2017,Sac River above the Sacramento Weir,POC,1,mg/L as C,33200,Inlet,81.23,"1,000 kg/day"
"Jan 11-12, 2017",2017,Sac River above the Sacramento Weir,THg- filtered,3.9,ng/L,33200,Inlet,316.8,g/day
"Jan 11-12, 2017",2017,Sac River above the Sacramento Weir,THg- particulate,30.3,ng/L,33200,Inlet,2461,g/day
"Jan 11-12, 2017",2017,Sac River above the Sacramento Weir,THg- total,34.2,ng/L,33200,Inlet,2778,g/day
"Jan 11-12, 2017",2017,Sac River above the Sacramento Weir,TOC,4.1,mg/L as C,33200,Inlet,333,"1,000 kg/day"
"Jan 11-12, 2017",2017,Sac River above the Sacramento Weir,TSS,115,mg/L,33200,Inlet,9341,"1,000 kg/day"
"Jan 11-12, 2017",2017,Sac River above the Sacramento Weir,VSS,10,mg/L,33200,Inlet,812.3,"1,000 kg/day"
"Jan 11-12, 2017",2017,Liberty Cut below Stairsteps,Chloride- filtered,3,mg/L,10691.2,Outlet,78.47,"1,000 kg/day"
"Jan 11-12, 2017",2017,Liberty Cut below Stairsteps,DOC,3.1,mg/L as C,10691.2,Outlet,81.09,"1,000 kg/day"
"Jan 11-12, 2017",2017,Liberty Cut below Stairsteps,Iron- filtered,340,ug/L,10691.2,Outlet,8893,kg/day
"Jan 11-12, 2017",2017,Liberty Cut below Stairsteps,Manganese- filtered,5.79,ug/L,10691.2,Outlet,151.4,kg/day
"Jan 11-12, 2017",2017,Liberty Cut below Stairsteps,MeHg- filtered,0.069,ng/L,10691.2,Outlet,1.805,g/day
"Jan 11-12, 2017",2017,Liberty Cut below Stairsteps,MeHg- particulate,0.139,ng/L,10691.2,Outlet,3.636,g/day
"Jan 11-12, 2017",2017,Liberty Cut below Stairsteps,MeHg- total,0.208,ng/L,10691.2,Outlet,5.441,g/day
"Jan 11-12, 2017",2017,Liberty Cut below Stairsteps,POC,0.9,mg/L as C,10691.2,Outlet,23.54,"1,000 kg/day"
"Jan 11-12, 2017",2017,Liberty Cut below Stairsteps,THg- filtered,2.6,ng/L,10691.2,Outlet,68.01,g/day
"Jan 11-12, 2017",2017,Liberty Cut below Stairsteps,THg- particulate,23.9,ng/L,10691.2,Outlet,625.2,g/day
"Jan 11-12, 2017",2017,Liberty Cut below Stairsteps,THg- total,26.5,ng/L,10691.2,Outlet,693.2,g/day
"Jan 11-12, 2017",2017,Liberty Cut below Stairsteps,TOC,4,mg/L as C,10691.2,Outlet,104.6,"1,000 kg/day"
"Jan 11-12, 2017",2017,Liberty Cut below Stairsteps,TSS,98,mg/L,10691.2,Outlet,2563,"1,000 kg/day"
"Jan 11-12, 2017",2017,Liberty Cut below Stairsteps,VSS,13,mg/L,10691.2,Outlet,340,"1,000 kg/day"
"Jan 11-12, 2017",2017,Little Holland,Chloride- filtered,2.5,mg/L,59434.7,Outlet,363.5,"1,000 kg/day"
"Jan 11-12, 2017",2017,Little Holland,DOC,3.25,mg/L as C,59434.7,Outlet,472.6,"1,000 kg/day"
"Jan 11-12, 2017",2017,Little Holland,Iron- filtered,370,ug/L,59434.7,Outlet,53800,kg/day
"Jan 11-12, 2017",2017,Little Holland,Manganese- filtered,8.85,ug/L,59434.7,Outlet,1287,kg/day
"Jan 11-12, 2017",2017,Little Holland,MeHg- filtered,0.0605,ng/L,59434.7,Outlet,8.797,g/day
"Jan 11-12, 2017",2017,Little Holland,MeHg- particulate,0.111,ng/L,59434.7,Outlet,16.14,g/day
"Jan 11-12, 2017",2017,Little Holland,MeHg- total,0.171,ng/L,59434.7,Outlet,24.87,g/day
"Jan 11-12, 2017",2017,Little Holland,POC,0.8,mg/L as C,59434.7,Outlet,116.3,"1,000 kg/day"
"Jan 11-12, 2017",2017,Little Holland,THg- filtered,3.7,ng/L,59434.7,Outlet,538,g/day
"Jan 11-12, 2017",2017,Little Holland,THg- particulate,24.8,ng/L,59434.7,Outlet,3606,g/day
"Jan 11-12, 2017",2017,Little Holland,THg- total,28.6,ng/L,59434.7,Outlet,4159,g/day
"Jan 11-12, 2017",2017,Little Holland,TOC,4.05,mg/L as C,59434.7,Outlet,588.9,"1,000 kg/day"
"Jan 11-12, 2017",2017,Little Holland,TSS,83.5,mg/L,59434.7,Outlet,12140,"1,000 kg/day"
"Jan 11-12, 2017",2017,Little Holland,VSS,10.5,mg/L,59434.7,Outlet,1527,"1,000 kg/day"
"Jan 11-12, 2017",2017,Main Liberty,Chloride- filtered,4.5,mg/L,59247.5,Outlet,652.3,"1,000 kg/day"
"Jan 11-12, 2017",2017,Main Liberty,DOC,3.55,mg/L as C,59247.5,Outlet,514.6,"1,000 kg/day"
"Jan 11-12, 2017",2017,Main Liberty,Iron- filtered,363,ug/L,59247.5,Outlet,52620,kg/day
"Jan 11-12, 2017",2017,Main Liberty,Manganese- filtered,8.1,ug/L,59247.5,Outlet,1174,kg/day
"Jan 11-12, 2017",2017,Main Liberty,MeHg- filtered,0.0775,ng/L,59247.5,Outlet,11.23,g/day
"Jan 11-12, 2017",2017,Main Liberty,MeHg- particulate,0.139,ng/L,59247.5,Outlet,20.15,g/day
"Jan 11-12, 2017",2017,Main Liberty,MeHg- total,0.216,ng/L,59247.5,Outlet,31.31,g/day
"Jan 11-12, 2017",2017,Main Liberty,POC,1.6,mg/L as C,59247.5,Outlet,231.9,"1,000 kg/day"
"Jan 11-12, 2017",2017,Main Liberty,THg- filtered,2.75,ng/L,59247.5,Outlet,398.6,g/day
"Jan 11-12, 2017",2017,Main Liberty,THg- particulate,28,ng/L,59247.5,Outlet,4059,g/day
"Jan 11-12, 2017",2017,Main Liberty,THg- total,30.7,ng/L,59247.5,Outlet,4450,g/day
"Jan 11-12, 2017",2017,Main Liberty,TOC,5.15,mg/L as C,59247.5,Outlet,746.5,"1,000 kg/day"
"Jan 11-12, 2017",2017,Main Liberty,TSS,134,mg/L,59247.5,Outlet,19420,"1,000 kg/day"
"Jan 11-12, 2017",2017,Main Liberty,VSS,14.5,mg/L,59247.5,Outlet,2102,"1,000 kg/day"
"Jan 11-12, 2017",2017,Shag Slough below Stairsteps,Chloride- filtered,6,mg/L,30284.1,Outlet,444.6,"1,000 kg/day"
"Jan 11-12, 2017",2017,Shag Slough below Stairsteps,DOC,4,mg/L as C,30284.1,Outlet,296.4,"1,000 kg/day"
"Jan 11-12, 2017",2017,Shag Slough below Stairsteps,Iron- filtered,386,ug/L,30284.1,Outlet,28600,kg/day
"Jan 11-12, 2017",2017,Shag Slough below Stairsteps,Manganese- filtered,10.4,ug/L,30284.1,Outlet,770.6,kg/day
"Jan 11-12, 2017",2017,Shag Slough below Stairsteps,MeHg- filtered,0.086,ng/L,30284.1,Outlet,6.372,g/day
"Jan 11-12, 2017",2017,Shag Slough below Stairsteps,MeHg- particulate,0.139,ng/L,30284.1,Outlet,10.3,g/day
"Jan 11-12, 2017",2017,Shag Slough below Stairsteps,MeHg- total,0.225,ng/L,30284.1,Outlet,16.67,g/day
"Jan 11-12, 2017",2017,Shag Slough below Stairsteps,POC,2.3,mg/L as C,30284.1,Outlet,170.4,"1,000 kg/day"
"Jan 11-12, 2017",2017,Shag Slough below Stairsteps,THg- filtered,2.9,ng/L,30284.1,Outlet,214.9,g/day
"Jan 11-12, 2017",2017,Shag Slough below Stairsteps,THg- particulate,32,ng/L,30284.1,Outlet,2371,g/day
"Jan 11-12, 2017",2017,Shag Slough below Stairsteps,THg- total,34.9,ng/L,30284.1,Outlet,2586,g/day
"Jan 11-12, 2017",2017,Shag Slough below Stairsteps,TOC,6.3,mg/L as C,30284.1,Outlet,466.8,"1,000 kg/day"
"Jan 11-12, 2017",2017,Shag Slough below Stairsteps,TSS,170,mg/L,30284.1,Outlet,12600,"1,000 kg/day"
"Jan 11-12, 2017",2017,Shag Slough below Stairsteps,VSS,16,mg/L,30284.1,Outlet,1185,"1,000 kg/day"
"Jan 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,Chloride- filtered,2,mg/L,11540.3,Outlet,56.47,"1,000 kg/day"
"Jan 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,DOC,3.4,mg/L as C,11540.3,Outlet,96,"1,000 kg/day"
"Jan 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,Iron- filtered,399,ug/L,11540.3,Outlet,11270,kg/day
"Jan 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,Manganese- filtered,11.9,ug/L,11540.3,Outlet,336,kg/day
"Jan 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- filtered,0.052,ng/L,11540.3,Outlet,1.468,g/day
"Jan 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- particulate,0.082,ng/L,11540.3,Outlet,2.315,g/day
"Jan 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- total,0.134,ng/L,11540.3,Outlet,3.783,g/day
"Jan 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,POC,0.7,mg/L as C,11540.3,Outlet,19.76,"1,000 kg/day"
"Jan 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,THg- filtered,4.8,ng/L,11540.3,Outlet,135.5,g/day
"Jan 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,THg- particulate,25.8,ng/L,11540.3,Outlet,728.4,g/day
"Jan 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,THg- total,30.6,ng/L,11540.3,Outlet,864,g/day
"Jan 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,TOC,4.1,mg/L as C,11540.3,Outlet,115.8,"1,000 kg/day"
"Jan 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,TSS,69,mg/L,11540.3,Outlet,1948,"1,000 kg/day"
"Jan 11-12, 2017",2017,Toe Drain at 1/2 Lisbon,VSS,8,mg/L,11540.3,Outlet,225.9,"1,000 kg/day"
"Jan 24-25, 2017",2017,Below Liberty Island,Chloride- filtered,,,,Below Liberty,1356,"1,000 kg/day"
"Jan 24-25, 2017",2017,Below Liberty Island,DOC,,,,Below Liberty,665,"1,000 kg/day"
"Jan 24-25, 2017",2017,Below Liberty Island,Iron- filtered,,,,Below Liberty,39280,kg/day
"Jan 24-25, 2017",2017,Below Liberty Island,Manganese- filtered,,,,Below Liberty,1416,kg/day
"Jan 24-25, 2017",2017,Below Liberty Island,MeHg- filtered,,,,Below Liberty,25.12,g/day
"Jan 24-25, 2017",2017,Below Liberty Island,MeHg- particulate,,,,Below Liberty,4.872,g/day
"Jan 24-25, 2017",2017,Below Liberty Island,MeHg- total,,,,Below Liberty,29.99,g/day
"Jan 24-25, 2017",2017,Below Liberty Island,POC,,,,Below Liberty,219.9,"1,000 kg/day"
"Jan 24-25, 2017",2017,Below Liberty Island,THg- filtered,,,,Below Liberty,456,g/day
"Jan 24-25, 2017",2017,Below Liberty Island,THg- particulate,,,,Below Liberty,2537,g/day
"Jan 24-25, 2017",2017,Below Liberty Island,THg- total,,,,Below Liberty,2992,g/day
"Jan 24-25, 2017",2017,Below Liberty Island,TOC,,,,Below Liberty,884.7,"1,000 kg/day"
"Jan 24-25, 2017",2017,Below Liberty Island,TSS,,,,Below Liberty,19610,"1,000 kg/day"
"Jan 24-25, 2017",2017,Below Liberty Island,VSS,,,,Below Liberty,2794,"1,000 kg/day"
"Jan 24-25, 2017",2017,CCSB- Overflow Weir,Chloride- filtered,14.5,mg/L,6368.0999999999995,Inlet,225.9,"1,000 kg/day"
"Jan 24-25, 2017",2017,CCSB- Overflow Weir,DOC,3.9,mg/L as C,6368.0999999999995,Inlet,60.76,"1,000 kg/day"
"Jan 24-25, 2017",2017,CCSB- Overflow Weir,Iron- filtered,1250,ug/L,6368.0999999999995,Inlet,19480,kg/day
"Jan 24-25, 2017",2017,CCSB- Overflow Weir,Manganese- filtered,27.3,ug/L,6368.0999999999995,Inlet,425.3,kg/day
"Jan 24-25, 2017",2017,CCSB- Overflow Weir,MeHg- filtered,0.0585,ng/L,6368.0999999999995,Inlet,0.9114,g/day
"Jan 24-25, 2017",2017,CCSB- Overflow Weir,MeHg- particulate,0.11,ng/L,6368.0999999999995,Inlet,1.714,g/day
"Jan 24-25, 2017",2017,CCSB- Overflow Weir,MeHg- total,0.168,ng/L,6368.0999999999995,Inlet,2.617,g/day
"Jan 24-25, 2017",2017,CCSB- Overflow Weir,POC,0.85,mg/L as C,6368.0999999999995,Inlet,13.24,"1,000 kg/day"
"Jan 24-25, 2017",2017,CCSB- Overflow Weir,THg- filtered,2.45,ng/L,6368.0999999999995,Inlet,38.17,g/day
"Jan 24-25, 2017",2017,CCSB- Overflow Weir,THg- particulate,52.1,ng/L,6368.0999999999995,Inlet,811.7,g/day
"Jan 24-25, 2017",2017,CCSB- Overflow Weir,THg- total,54.6,ng/L,6368.0999999999995,Inlet,850.7,g/day
"Jan 24-25, 2017",2017,CCSB- Overflow Weir,TOC,4.75,mg/L as C,6368.0999999999995,Inlet,74.01,"1,000 kg/day"
"Jan 24-25, 2017",2017,CCSB- Overflow Weir,TSS,234,mg/L,6368.0999999999995,Inlet,3646,"1,000 kg/day"
"Jan 24-25, 2017",2017,CCSB- Overflow Weir,VSS,20,mg/L,6368.0999999999995,Inlet,311.6,"1,000 kg/day"
"Jan 24-25, 2017",2017,Fremont Weir,Chloride- filtered,3.33,mg/L,73673.6,Inlet,600.2,"1,000 kg/day"
"Jan 24-25, 2017",2017,Fremont Weir,DOC,2.5,mg/L as C,73673.6,Inlet,450.6,"1,000 kg/day"
"Jan 24-25, 2017",2017,Fremont Weir,Iron- filtered,206,ug/L,73673.6,Inlet,37130,kg/day
"Jan 24-25, 2017",2017,Fremont Weir,Manganese- filtered,6.34,ug/L,73673.6,Inlet,1143,kg/day
"Jan 24-25, 2017",2017,Fremont Weir,MeHg- filtered,0.037,ng/L,73673.6,Inlet,6.669,g/day
"Jan 24-25, 2017",2017,Fremont Weir,MeHg- particulate,0.0608,ng/L,73673.6,Inlet,10.96,g/day
"Jan 24-25, 2017",2017,Fremont Weir,MeHg- total,0.0978,ng/L,73673.6,Inlet,17.63,g/day
"Jan 24-25, 2017",2017,Fremont Weir,POC,0.883,mg/L as C,73673.6,Inlet,159.2,"1,000 kg/day"
"Jan 24-25, 2017",2017,Fremont Weir,THg- filtered,2.45,ng/L,73673.6,Inlet,441.6,g/day
"Jan 24-25, 2017",2017,Fremont Weir,THg- particulate,11.1,ng/L,73673.6,Inlet,2001,g/day
"Jan 24-25, 2017",2017,Fremont Weir,THg- total,13.6,ng/L,73673.6,Inlet,2451,g/day
"Jan 24-25, 2017",2017,Fremont Weir,TOC,3.38,mg/L as C,73673.6,Inlet,609.2,"1,000 kg/day"
"Jan 24-25, 2017",2017,Fremont Weir,TSS,134,mg/L,73673.6,Inlet,24150,"1,000 kg/day"
"Jan 24-25, 2017",2017,Fremont Weir,VSS,12,mg/L,73673.6,Inlet,2163,"1,000 kg/day"
"Jan 24-25, 2017",2017,Knights Landing Ridge Cut,Chloride- filtered,14,mg/L,5098.2,Inlet,174.6,"1,000 kg/day"
"Jan 24-25, 2017",2017,Knights Landing Ridge Cut,DOC,6.5,mg/L as C,5098.2,Inlet,81.08,"1,000 kg/day"
"Jan 24-25, 2017",2017,Knights Landing Ridge Cut,Iron- filtered,456,ug/L,5098.2,Inlet,5688,kg/day
"Jan 24-25, 2017",2017,Knights Landing Ridge Cut,Manganese- filtered,9.69,ug/L,5098.2,Inlet,120.9,kg/day
"Jan 24-25, 2017",2017,Knights Landing Ridge Cut,MeHg- filtered,0.102,ng/L,5098.2,Inlet,1.272,g/day
"Jan 24-25, 2017",2017,Knights Landing Ridge Cut,MeHg- particulate,0.086,ng/L,5098.2,Inlet,1.073,g/day
"Jan 24-25, 2017",2017,Knights Landing Ridge Cut,MeHg- total,0.188,ng/L,5098.2,Inlet,2.345,g/day
"Jan 24-25, 2017",2017,Knights Landing Ridge Cut,POC,3,mg/L as C,5098.2,Inlet,37.42,"1,000 kg/day"
"Jan 24-25, 2017",2017,Knights Landing Ridge Cut,THg- filtered,2.3,ng/L,5098.2,Inlet,28.69,g/day
"Jan 24-25, 2017",2017,Knights Landing Ridge Cut,THg- particulate,12.3,ng/L,5098.2,Inlet,153.4,g/day
"Jan 24-25, 2017",2017,Knights Landing Ridge Cut,THg- total,14.6,ng/L,5098.2,Inlet,182.1,g/day
"Jan 24-25, 2017",2017,Knights Landing Ridge Cut,TOC,9.5,mg/L as C,5098.2,Inlet,118.5,"1,000 kg/day"
"Jan 24-25, 2017",2017,Knights Landing Ridge Cut,TSS,184,mg/L,5098.2,Inlet,2295,"1,000 kg/day"
"Jan 24-25, 2017",2017,Knights Landing Ridge Cut,VSS,22,mg/L,5098.2,Inlet,274.4,"1,000 kg/day"
"Jan 24-25, 2017",2017,Putah Creek at Mace Blvd,Chloride- filtered,12,mg/L,85,Inlet,2.496,"1,000 kg/day"
"Jan 24-25, 2017",2017,Putah Creek at Mace Blvd,DOC,3.9,mg/L as C,85,Inlet,0.811,"1,000 kg/day"
"Jan 24-25, 2017",2017,Putah Creek at Mace Blvd,Iron- filtered,76,ug/L,85,Inlet,15.8,kg/day
"Jan 24-25, 2017",2017,Putah Creek at Mace Blvd,Manganese- filtered,6.66,ug/L,85,Inlet,1.385,kg/day
"Jan 24-25, 2017",2017,Putah Creek at Mace Blvd,MeHg- filtered,0.044,ng/L,85,Inlet,0.00915,g/day
"Jan 24-25, 2017",2017,Putah Creek at Mace Blvd,MeHg- particulate,0.061,ng/L,85,Inlet,0.01269,g/day
"Jan 24-25, 2017",2017,Putah Creek at Mace Blvd,MeHg- total,0.105,ng/L,85,Inlet,0.02184,g/day
"Jan 24-25, 2017",2017,Putah Creek at Mace Blvd,POC,0.6,mg/L as C,85,Inlet,0.1248,"1,000 kg/day"
"Jan 24-25, 2017",2017,Putah Creek at Mace Blvd,THg- filtered,2.4,ng/L,85,Inlet,0.4991,g/day
"Jan 24-25, 2017",2017,Putah Creek at Mace Blvd,THg- particulate,11.6,ng/L,85,Inlet,2.412,g/day
"Jan 24-25, 2017",2017,Putah Creek at Mace Blvd,THg- total,14,ng/L,85,Inlet,2.911,g/day
"Jan 24-25, 2017",2017,Putah Creek at Mace Blvd,TOC,4.5,mg/L as C,85,Inlet,0.9358,"1,000 kg/day"
"Jan 24-25, 2017",2017,Putah Creek at Mace Blvd,TSS,108,mg/L,85,Inlet,22.46,"1,000 kg/day"
"Jan 24-25, 2017",2017,Putah Creek at Mace Blvd,VSS,16,mg/L,85,Inlet,3.327,"1,000 kg/day"
"Jan 24-25, 2017",2017,Sac River above the Sacramento Weir,Chloride- filtered,3,mg/L,3540,Inlet,25.98,"1,000 kg/day"
"Jan 24-25, 2017",2017,Sac River above the Sacramento Weir,DOC,2.7,mg/L as C,3540,Inlet,23.38,"1,000 kg/day"
"Jan 24-25, 2017",2017,Sac River above the Sacramento Weir,Iron- filtered,154,ug/L,3540,Inlet,1334,kg/day
"Jan 24-25, 2017",2017,Sac River above the Sacramento Weir,Manganese- filtered,8.07,ug/L,3540,Inlet,69.89,kg/day
"Jan 24-25, 2017",2017,Sac River above the Sacramento Weir,MeHg- filtered,0.057,ng/L,3540,Inlet,0.49370000000000003,g/day
"Jan 24-25, 2017",2017,Sac River above the Sacramento Weir,MeHg- particulate,0.057,ng/L,3540,Inlet,0.49370000000000003,g/day
"Jan 24-25, 2017",2017,Sac River above the Sacramento Weir,MeHg- total,0.114,ng/L,3540,Inlet,0.9873,g/day
"Jan 24-25, 2017",2017,Sac River above the Sacramento Weir,POC,0.7,mg/L as C,3540,Inlet,6.063,"1,000 kg/day"
"Jan 24-25, 2017",2017,Sac River above the Sacramento Weir,THg- filtered,2.6,ng/L,3540,Inlet,22.52,g/day
"Jan 24-25, 2017",2017,Sac River above the Sacramento Weir,THg- particulate,11.9,ng/L,3540,Inlet,103.1,g/day
"Jan 24-25, 2017",2017,Sac River above the Sacramento Weir,THg- total,14.5,ng/L,3540,Inlet,125.6,g/day
"Jan 24-25, 2017",2017,Sac River above the Sacramento Weir,TOC,3.4,mg/L as C,3540,Inlet,29.45,"1,000 kg/day"
"Jan 24-25, 2017",2017,Sac River above the Sacramento Weir,TSS,44,mg/L,3540,Inlet,381.1,"1,000 kg/day"
"Jan 24-25, 2017",2017,Sac River above the Sacramento Weir,VSS,5,mg/L,3540,Inlet,43.3,"1,000 kg/day"
"Jan 24-25, 2017",2017,Liberty Cut below Stairsteps,Chloride- filtered,4,mg/L,12193.7,Outlet,119.3,"1,000 kg/day"
"Jan 24-25, 2017",2017,Liberty Cut below Stairsteps,DOC,2.35,mg/L as C,12193.7,Outlet,70.11,"1,000 kg/day"
"Jan 24-25, 2017",2017,Liberty Cut below Stairsteps,Iron- filtered,180,ug/L,12193.7,Outlet,5370,kg/day
"Jan 24-25, 2017",2017,Liberty Cut below Stairsteps,Manganese- filtered,5.58,ug/L,12193.7,Outlet,166.5,kg/day
"Jan 24-25, 2017",2017,Liberty Cut below Stairsteps,MeHg- filtered,0.062,ng/L,12193.7,Outlet,1.85,g/day
