SamplingEvent,Year,StationName,Analyte,Conc,ConcUnits,Flow,LocType,Load,LoadUnits
"Feb 14-15, 2017",2017,Below Liberty Island,MeHg- total,,,,Below Liberty,99.62,g/day
"Feb 14-15, 2017",2017,Below Liberty Island,POC,,,,Below Liberty,96.08,"1,000 kg/day"
"Feb 14-15, 2017",2017,Below Liberty Island,THg- filtered,,,,Below Liberty,1159,g/day
"Feb 14-15, 2017",2017,Below Liberty Island,THg- particulate,,,,Below Liberty,7153,g/day
"Feb 14-15, 2017",2017,Below Liberty Island,THg- total,,,,Below Liberty,8315,g/day
"Feb 14-15, 2017",2017,Below Liberty Island,TOC,,,,Below Liberty,933.1,"1,000 kg/day"
"Feb 14-15, 2017",2017,Below Liberty Island,TSS,,,,Below Liberty,45860,"1,000 kg/day"
"Feb 14-15, 2017",2017,Below Liberty Island,VSS,,,,Below Liberty,4747,"1,000 kg/day"
"Feb 14-15, 2017",2017,CCSB- Overflow Weir,Chloride- filtered,16.5,mg/L,5166.0999999999995,Inlet,208.5,"1,000 kg/day"
"Feb 14-15, 2017",2017,CCSB- Overflow Weir,DOC,3.25,mg/L as C,5166.0999999999995,Inlet,41.08,"1,000 kg/day"
"Feb 14-15, 2017",2017,CCSB- Overflow Weir,Iron- filtered,24.6,ug/L,5166.0999999999995,Inlet,310.9,kg/day
"Feb 14-15, 2017",2017,CCSB- Overflow Weir,Manganese- filtered,3.75,ug/L,5166.0999999999995,Inlet,47.4,kg/day
"Feb 14-15, 2017",2017,CCSB- Overflow Weir,MeHg- filtered,0.0745,ng/L,5166.0999999999995,Inlet,0.9416,g/day
"Feb 14-15, 2017",2017,CCSB- Overflow Weir,MeHg- particulate,0.148,ng/L,5166.0999999999995,Inlet,1.871,g/day
"Feb 14-15, 2017",2017,CCSB- Overflow Weir,MeHg- total,0.222,ng/L,5166.0999999999995,Inlet,2.806,g/day
"Feb 14-15, 2017",2017,CCSB- Overflow Weir,POC,0.2,mg/L as C,5166.0999999999995,Inlet,2.528,"1,000 kg/day"
"Feb 14-15, 2017",2017,CCSB- Overflow Weir,THg- filtered,1.7,ng/L,5166.0999999999995,Inlet,21.49,g/day
"Feb 14-15, 2017",2017,CCSB- Overflow Weir,THg- particulate,20.2,ng/L,5166.0999999999995,Inlet,255.3,g/day
"Feb 14-15, 2017",2017,CCSB- Overflow Weir,THg- total,21.9,ng/L,5166.0999999999995,Inlet,276.8,g/day
"Feb 14-15, 2017",2017,CCSB- Overflow Weir,TOC,3.45,mg/L as C,5166.0999999999995,Inlet,43.61,"1,000 kg/day"
"Feb 14-15, 2017",2017,CCSB- Overflow Weir,TSS,78.5,mg/L,5166.0999999999995,Inlet,992.2,"1,000 kg/day"
"Feb 14-15, 2017",2017,CCSB- Overflow Weir,VSS,6,mg/L,5166.0999999999995,Inlet,75.84,"1,000 kg/day"
"Feb 14-15, 2017",2017,Fremont Weir,Chloride- filtered,2,mg/L,142763.5,Inlet,698.6,"1,000 kg/day"
"Feb 14-15, 2017",2017,Fremont Weir,DOC,1.6,mg/L as C,142763.5,Inlet,558.9,"1,000 kg/day"
"Feb 14-15, 2017",2017,Fremont Weir,Iron- filtered,139,ug/L,142763.5,Inlet,48550,kg/day
"Feb 14-15, 2017",2017,Fremont Weir,Manganese- filtered,7.73,ug/L,142763.5,Inlet,2700,kg/day
"Feb 14-15, 2017",2017,Fremont Weir,MeHg- filtered,0.0378,ng/L,142763.5,Inlet,13.2,g/day
"Feb 14-15, 2017",2017,Fremont Weir,MeHg- particulate,0.0698,ng/L,142763.5,Inlet,24.38,g/day
"Feb 14-15, 2017",2017,Fremont Weir,MeHg- total,0.108,ng/L,142763.5,Inlet,37.72,g/day
"Feb 14-15, 2017",2017,Fremont Weir,POC,0.0167,mg/L as C,142763.5,Inlet,5.833,"1,000 kg/day"
"Feb 14-15, 2017",2017,Fremont Weir,THg- filtered,1.93,ng/L,142763.5,Inlet,674.1,g/day
"Feb 14-15, 2017",2017,Fremont Weir,THg- particulate,14.3,ng/L,142763.5,Inlet,4995,g/day
"Feb 14-15, 2017",2017,Fremont Weir,THg- total,16.2,ng/L,142763.5,Inlet,5658,g/day
"Feb 14-15, 2017",2017,Fremont Weir,TOC,1.62,mg/L as C,142763.5,Inlet,565.8,"1,000 kg/day"
"Feb 14-15, 2017",2017,Fremont Weir,TSS,115,mg/L,142763.5,Inlet,40170,"1,000 kg/day"
"Feb 14-15, 2017",2017,Fremont Weir,VSS,6,mg/L,142763.5,Inlet,2096,"1,000 kg/day"
"Feb 14-15, 2017",2017,Knights Landing Ridge Cut,Chloride- filtered,15,mg/L,3779.9,Inlet,138.7,"1,000 kg/day"
"Feb 14-15, 2017",2017,Knights Landing Ridge Cut,DOC,6.9,mg/L as C,3779.9,Inlet,63.81,"1,000 kg/day"
"Feb 14-15, 2017",2017,Knights Landing Ridge Cut,Iron- filtered,347,ug/L,3779.9,Inlet,3209,kg/day
"Feb 14-15, 2017",2017,Knights Landing Ridge Cut,Manganese- filtered,11.1,ug/L,3779.9,Inlet,102.7,kg/day
"Feb 14-15, 2017",2017,Knights Landing Ridge Cut,MeHg- filtered,0.246,ng/L,3779.9,Inlet,2.275,g/day
"Feb 14-15, 2017",2017,Knights Landing Ridge Cut,MeHg- particulate,0.153,ng/L,3779.9,Inlet,1.415,g/day
"Feb 14-15, 2017",2017,Knights Landing Ridge Cut,MeHg- total,0.399,ng/L,3779.9,Inlet,3.69,g/day
"Feb 14-15, 2017",2017,Knights Landing Ridge Cut,POC,0.2,mg/L as C,3779.9,Inlet,1.85,"1,000 kg/day"
"Feb 14-15, 2017",2017,Knights Landing Ridge Cut,THg- filtered,1.9,ng/L,3779.9,Inlet,17.57,g/day
"Feb 14-15, 2017",2017,Knights Landing Ridge Cut,THg- particulate,4.9,ng/L,3779.9,Inlet,45.31,g/day
"Feb 14-15, 2017",2017,Knights Landing Ridge Cut,THg- total,6.8,ng/L,3779.9,Inlet,62.89,g/day
"Feb 14-15, 2017",2017,Knights Landing Ridge Cut,TOC,7.1,mg/L as C,3779.9,Inlet,65.66,"1,000 kg/day"
"Feb 14-15, 2017",2017,Knights Landing Ridge Cut,TSS,47,mg/L,3779.9,Inlet,434.6,"1,000 kg/day"
"Feb 14-15, 2017",2017,Knights Landing Ridge Cut,VSS,4,mg/L,3779.9,Inlet,36.99,"1,000 kg/day"
"Feb 14-15, 2017",2017,Putah Creek at Mace Blvd,Chloride- filtered,9,mg/L,676,Inlet,14.89,"1,000 kg/day"
"Feb 14-15, 2017",2017,Putah Creek at Mace Blvd,DOC,2.6,mg/L as C,676,Inlet,4.3,"1,000 kg/day"
"Feb 14-15, 2017",2017,Putah Creek at Mace Blvd,Iron- filtered,23.4,ug/L,676,Inlet,38.7,kg/day
"Feb 14-15, 2017",2017,Putah Creek at Mace Blvd,Manganese- filtered,7.43,ug/L,676,Inlet,12.29,kg/day
"Feb 14-15, 2017",2017,Putah Creek at Mace Blvd,MeHg- filtered,0.058,ng/L,676,Inlet,0.09593,g/day
"Feb 14-15, 2017",2017,Putah Creek at Mace Blvd,MeHg- particulate,0.073,ng/L,676,Inlet,0.1207,g/day
"Feb 14-15, 2017",2017,Putah Creek at Mace Blvd,MeHg- total,0.131,ng/L,676,Inlet,0.2167,g/day
"Feb 14-15, 2017",2017,Putah Creek at Mace Blvd,POC,0,mg/L as C,676,Inlet,0,"1,000 kg/day"
"Feb 14-15, 2017",2017,Putah Creek at Mace Blvd,THg- filtered,1.4,ng/L,676,Inlet,2.315,g/day
"Feb 14-15, 2017",2017,Putah Creek at Mace Blvd,THg- particulate,5.6,ng/L,676,Inlet,9.262,g/day
"Feb 14-15, 2017",2017,Putah Creek at Mace Blvd,THg- total,7,ng/L,676,Inlet,11.58,g/day
"Feb 14-15, 2017",2017,Putah Creek at Mace Blvd,TOC,2.6,mg/L as C,676,Inlet,4.3,"1,000 kg/day"
"Feb 14-15, 2017",2017,Putah Creek at Mace Blvd,TSS,37,mg/L,676,Inlet,61.19,"1,000 kg/day"
"Feb 14-15, 2017",2017,Putah Creek at Mace Blvd,VSS,3,mg/L,676,Inlet,4.962,"1,000 kg/day"
"Feb 14-15, 2017",2017,Sac River above the Sacramento Weir,Chloride- filtered,1,mg/L,36300,Inlet,88.81,"1,000 kg/day"
"Feb 14-15, 2017",2017,Sac River above the Sacramento Weir,DOC,1.7,mg/L as C,36300,Inlet,151,"1,000 kg/day"
"Feb 14-15, 2017",2017,Sac River above the Sacramento Weir,Iron- filtered,217,ug/L,36300,Inlet,19270,kg/day
"Feb 14-15, 2017",2017,Sac River above the Sacramento Weir,Manganese- filtered,11.8,ug/L,36300,Inlet,1048,kg/day
"Feb 14-15, 2017",2017,Sac River above the Sacramento Weir,MeHg- filtered,0.029,ng/L,36300,Inlet,2.576,g/day
"Feb 14-15, 2017",2017,Sac River above the Sacramento Weir,MeHg- particulate,0.065,ng/L,36300,Inlet,5.773,g/day
"Feb 14-15, 2017",2017,Sac River above the Sacramento Weir,MeHg- total,0.094,ng/L,36300,Inlet,8.348,g/day
"Feb 14-15, 2017",2017,Sac River above the Sacramento Weir,POC,0,mg/L as C,36300,Inlet,0,"1,000 kg/day"
"Feb 14-15, 2017",2017,Sac River above the Sacramento Weir,THg- filtered,2.5,ng/L,36300,Inlet,222,g/day
"Feb 14-15, 2017",2017,Sac River above the Sacramento Weir,THg- particulate,18.8,ng/L,36300,Inlet,1670,g/day
"Feb 14-15, 2017",2017,Sac River above the Sacramento Weir,THg- total,21.3,ng/L,36300,Inlet,1892,g/day
"Feb 14-15, 2017",2017,Sac River above the Sacramento Weir,TOC,1.7,mg/L as C,36300,Inlet,151,"1,000 kg/day"
"Feb 14-15, 2017",2017,Sac River above the Sacramento Weir,TSS,102,mg/L,36300,Inlet,9059,"1,000 kg/day"
"Feb 14-15, 2017",2017,Sac River above the Sacramento Weir,VSS,6,mg/L,36300,Inlet,532.9,"1,000 kg/day"
"Feb 14-15, 2017",2017,Liberty Cut below Stairsteps,Chloride- filtered,2,mg/L,8696.2,Outlet,42.55,"1,000 kg/day"
"Feb 14-15, 2017",2017,Liberty Cut below Stairsteps,DOC,1.6,mg/L as C,8696.2,Outlet,34.04,"1,000 kg/day"
"Feb 14-15, 2017",2017,Liberty Cut below Stairsteps,Iron- filtered,191,ug/L,8696.2,Outlet,4064,kg/day
"Feb 14-15, 2017",2017,Liberty Cut below Stairsteps,Manganese- filtered,5.03,ug/L,8696.2,Outlet,107,kg/day
"Feb 14-15, 2017",2017,Liberty Cut below Stairsteps,MeHg- filtered,0.073,ng/L,8696.2,Outlet,1.553,g/day
"Feb 14-15, 2017",2017,Liberty Cut below Stairsteps,MeHg- particulate,0.14,ng/L,8696.2,Outlet,2.979,g/day
"Feb 14-15, 2017",2017,Liberty Cut below Stairsteps,MeHg- total,0.213,ng/L,8696.2,Outlet,4.532,g/day
"Feb 14-15, 2017",2017,Liberty Cut below Stairsteps,POC,0,mg/L as C,8696.2,Outlet,0,"1,000 kg/day"
"Feb 14-15, 2017",2017,Liberty Cut below Stairsteps,THg- filtered,2.5,ng/L,8696.2,Outlet,53.19,g/day
"Feb 14-15, 2017",2017,Liberty Cut below Stairsteps,THg- particulate,13,ng/L,8696.2,Outlet,276.6,g/day
"Feb 14-15, 2017",2017,Liberty Cut below Stairsteps,THg- total,15.5,ng/L,8696.2,Outlet,329.8,g/day
"Feb 14-15, 2017",2017,Liberty Cut below Stairsteps,TOC,1.6,mg/L as C,8696.2,Outlet,34.04,"1,000 kg/day"
"Feb 14-15, 2017",2017,Liberty Cut below Stairsteps,TSS,88,mg/L,8696.2,Outlet,1872,"1,000 kg/day"
"Feb 14-15, 2017",2017,Liberty Cut below Stairsteps,VSS,8,mg/L,8696.2,Outlet,170.2,"1,000 kg/day"
"Feb 14-15, 2017",2017,Little Holland,Chloride- filtered,1.5,mg/L,66098.7,Outlet,242.6,"1,000 kg/day"
"Feb 14-15, 2017",2017,Little Holland,DOC,1.6,mg/L as C,66098.7,Outlet,258.7,"1,000 kg/day"
"Feb 14-15, 2017",2017,Little Holland,Iron- filtered,149,ug/L,66098.7,Outlet,24100,kg/day
"Feb 14-15, 2017",2017,Little Holland,Manganese- filtered,7.82,ug/L,66098.7,Outlet,1265,kg/day
"Feb 14-15, 2017",2017,Little Holland,MeHg- filtered,0.052,ng/L,66098.7,Outlet,8.409,g/day
"Feb 14-15, 2017",2017,Little Holland,MeHg- particulate,0.097,ng/L,66098.7,Outlet,15.69,g/day
"Feb 14-15, 2017",2017,Little Holland,MeHg- total,0.149,ng/L,66098.7,Outlet,24.1,g/day
"Feb 14-15, 2017",2017,Little Holland,POC,0,mg/L as C,66098.7,Outlet,0,"1,000 kg/day"
"Feb 14-15, 2017",2017,Little Holland,THg- filtered,2.25,ng/L,66098.7,Outlet,363.9,g/day
"Feb 14-15, 2017",2017,Little Holland,THg- particulate,12.2,ng/L,66098.7,Outlet,1973,g/day
"Feb 14-15, 2017",2017,Little Holland,THg- total,14.4,ng/L,66098.7,Outlet,2329,g/day
"Feb 14-15, 2017",2017,Little Holland,TOC,1.6,mg/L as C,66098.7,Outlet,258.7,"1,000 kg/day"
"Feb 14-15, 2017",2017,Little Holland,TSS,67,mg/L,66098.7,Outlet,10830,"1,000 kg/day"
"Feb 14-15, 2017",2017,Little Holland,VSS,6,mg/L,66098.7,Outlet,970.3,"1,000 kg/day"
"Feb 14-15, 2017",2017,Main Liberty,Chloride- filtered,3,mg/L,71458.2,Outlet,524.5,"1,000 kg/day"
"Feb 14-15, 2017",2017,Main Liberty,DOC,1.55,mg/L as C,71458.2,Outlet,271,"1,000 kg/day"
"Feb 14-15, 2017",2017,Main Liberty,Iron- filtered,146,ug/L,71458.2,Outlet,25530,kg/day
"Feb 14-15, 2017",2017,Main Liberty,Manganese- filtered,5.04,ug/L,71458.2,Outlet,881.1,kg/day
"Feb 14-15, 2017",2017,Main Liberty,MeHg- filtered,0.0725,ng/L,71458.2,Outlet,12.68,g/day
"Feb 14-15, 2017",2017,Main Liberty,MeHg- particulate,0.137,ng/L,71458.2,Outlet,23.95,g/day
"Feb 14-15, 2017",2017,Main Liberty,MeHg- total,0.21,ng/L,71458.2,Outlet,36.71,g/day
"Feb 14-15, 2017",2017,Main Liberty,POC,0,mg/L as C,71458.2,Outlet,0,"1,000 kg/day"
"Feb 14-15, 2017",2017,Main Liberty,THg- filtered,2.4,ng/L,71458.2,Outlet,419.6,g/day
"Feb 14-15, 2017",2017,Main Liberty,THg- particulate,14.4,ng/L,71458.2,Outlet,2518,g/day
"Feb 14-15, 2017",2017,Main Liberty,THg- total,16.8,ng/L,71458.2,Outlet,2937,g/day
"Feb 14-15, 2017",2017,Main Liberty,TOC,1.55,mg/L as C,71458.2,Outlet,271,"1,000 kg/day"
"Feb 14-15, 2017",2017,Main Liberty,TSS,94.5,mg/L,71458.2,Outlet,16520,"1,000 kg/day"
"Feb 14-15, 2017",2017,Main Liberty,VSS,8,mg/L,71458.2,Outlet,1399,"1,000 kg/day"
"Feb 14-15, 2017",2017,Shag Slough below Stairsteps,Chloride- filtered,4,mg/L,30170.7,Outlet,295.3,"1,000 kg/day"
"Feb 14-15, 2017",2017,Shag Slough below Stairsteps,DOC,1.5,mg/L as C,30170.7,Outlet,110.7,"1,000 kg/day"
"Feb 14-15, 2017",2017,Shag Slough below Stairsteps,Iron- filtered,100,ug/L,30170.7,Outlet,7382,kg/day
"Feb 14-15, 2017",2017,Shag Slough below Stairsteps,Manganese- filtered,5.04,ug/L,30170.7,Outlet,372,kg/day
"Feb 14-15, 2017",2017,Shag Slough below Stairsteps,MeHg- filtered,0.072,ng/L,30170.7,Outlet,5.315,g/day
"Feb 14-15, 2017",2017,Shag Slough below Stairsteps,MeHg- particulate,0.134,ng/L,30170.7,Outlet,9.891,g/day
"Feb 14-15, 2017",2017,Shag Slough below Stairsteps,MeHg- total,0.206,ng/L,30170.7,Outlet,15.21,g/day
"Feb 14-15, 2017",2017,Shag Slough below Stairsteps,POC,0,mg/L as C,30170.7,Outlet,0,"1,000 kg/day"
"Feb 14-15, 2017",2017,Shag Slough below Stairsteps,THg- filtered,2.3,ng/L,30170.7,Outlet,169.8,g/day
"Feb 14-15, 2017",2017,Shag Slough below Stairsteps,THg- particulate,15.7,ng/L,30170.7,Outlet,1159,g/day
"Feb 14-15, 2017",2017,Shag Slough below Stairsteps,THg- total,18,ng/L,30170.7,Outlet,1329,g/day
"Feb 14-15, 2017",2017,Shag Slough below Stairsteps,TOC,1.5,mg/L as C,30170.7,Outlet,110.7,"1,000 kg/day"
"Feb 14-15, 2017",2017,Shag Slough below Stairsteps,TSS,101,mg/L,30170.7,Outlet,7455,"1,000 kg/day"
"Feb 14-15, 2017",2017,Shag Slough below Stairsteps,VSS,8,mg/L,30170.7,Outlet,590.5,"1,000 kg/day"
"Feb 14-15, 2017",2017,Toe Drain at 1/2 Lisbon,Chloride- filtered,1,mg/L,12261.6,Outlet,30,"1,000 kg/day"
"Feb 14-15, 2017",2017,Toe Drain at 1/2 Lisbon,DOC,1.6,mg/L as C,12261.6,Outlet,48,"1,000 kg/day"
"Feb 14-15, 2017",2017,Toe Drain at 1/2 Lisbon,Iron- filtered,107,ug/L,12261.6,Outlet,3210,kg/day
"Feb 14-15, 2017",2017,Toe Drain at 1/2 Lisbon,Manganese- filtered,10.6,ug/L,12261.6,Outlet,318,kg/day
"Feb 14-15, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- filtered,0.031,ng/L,12261.6,Outlet,0.93,g/day
"Feb 14-15, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- particulate,0.054,ng/L,12261.6,Outlet,1.62,g/day
"Feb 14-15, 2017",2017,Toe Drain at 1/2 Lisbon,MeHg- total,0.085,ng/L,12261.6,Outlet,2.55,g/day
"Feb 14-15, 2017",2017,Toe Drain at 1/2 Lisbon,POC,0,mg/L as C,12261.6,Outlet,0,"1,000 kg/day"
"Feb 14-15, 2017",2017,Toe Drain at 1/2 Lisbon,THg- filtered,2,ng/L,12261.6,Outlet,60,g/day
"Feb 14-15, 2017",2017,Toe Drain at 1/2 Lisbon,THg- particulate,11.3,ng/L,12261.6,Outlet,339,g/day
"Feb 14-15, 2017",2017,Toe Drain at 1/2 Lisbon,THg- total,13.3,ng/L,12261.6,Outlet,399,g/day
"Feb 14-15, 2017",2017,Toe Drain at 1/2 Lisbon,TOC,1.6,mg/L as C,12261.6,Outlet,48,"1,000 kg/day"
"Feb 14-15, 2017",2017,Toe Drain at 1/2 Lisbon,TSS,46,mg/L,12261.6,Outlet,1380,"1,000 kg/day"
"Feb 14-15, 2017",2017,Toe Drain at 1/2 Lisbon,VSS,4,mg/L,12261.6,Outlet,120,"1,000 kg/day"
"Mar 1-2, 2017",2017,Below Liberty Island,Chloride- filtered,,,,Below Liberty,1281,"1,000 kg/day"
"Mar 1-2, 2017",2017,Below Liberty Island,DOC,,,,Below Liberty,504.7,"1,000 kg/day"
"Mar 1-2, 2017",2017,Below Liberty Island,Iron- filtered,,,,Below Liberty,26730,kg/day
"Mar 1-2, 2017",2017,Below Liberty Island,Manganese- filtered,,,,Below Liberty,2029,kg/day
"Mar 1-2, 2017",2017,Below Liberty Island,MeHg- filtered,,,,Below Liberty,17.16,g/day
"Mar 1-2, 2017",2017,Below Liberty Island,MeHg- particulate,,,,Below Liberty,26.65,g/day
"Mar 1-2, 2017",2017,Below Liberty Island,MeHg- total,,,,Below Liberty,43.81,g/day
"Mar 1-2, 2017",2017,Below Liberty Island,POC,,,,Below Liberty,125.5,"1,000 kg/day"
"Mar 1-2, 2017",2017,Below Liberty Island,THg- filtered,,,,Below Liberty,494.4,g/day
"Mar 1-2, 2017",2017,Below Liberty Island,THg- particulate,,,,Below Liberty,1904,g/day
"Mar 1-2, 2017",2017,Below Liberty Island,THg- total,,,,Below Liberty,2398,g/day
"Mar 1-2, 2017",2017,Below Liberty Island,TOC,,,,Below Liberty,630.2,"1,000 kg/day"
"Mar 1-2, 2017",2017,Below Liberty Island,TSS,,,,Below Liberty,9608,"1,000 kg/day"
"Mar 1-2, 2017",2017,Below Liberty Island,VSS,,,,Below Liberty,388.9,"1,000 kg/day"
"Mar 1-2, 2017",2017,CCSB- Overflow Weir,Chloride- filtered,15.5,mg/L,5225.9,Inlet,198.2,"1,000 kg/day"
"Mar 1-2, 2017",2017,CCSB- Overflow Weir,DOC,3.85,mg/L as C,5225.9,Inlet,49.22,"1,000 kg/day"
"Mar 1-2, 2017",2017,CCSB- Overflow Weir,Iron- filtered,14,ug/L,5225.9,Inlet,179,kg/day
"Mar 1-2, 2017",2017,CCSB- Overflow Weir,Manganese- filtered,2.55,ug/L,5225.9,Inlet,32.6,kg/day
"Mar 1-2, 2017",2017,CCSB- Overflow Weir,MeHg- filtered,0.0425,ng/L,5225.9,Inlet,0.5434,g/day
"Mar 1-2, 2017",2017,CCSB- Overflow Weir,MeHg- particulate,0.12,ng/L,5225.9,Inlet,1.534,g/day
"Mar 1-2, 2017",2017,CCSB- Overflow Weir,MeHg- total,0.162,ng/L,5225.9,Inlet,2.071,g/day
"Mar 1-2, 2017",2017,CCSB- Overflow Weir,POC,0.25,mg/L as C,5225.9,Inlet,3.196,"1,000 kg/day"
"Mar 1-2, 2017",2017,CCSB- Overflow Weir,THg- filtered,1.58,ng/L,5225.9,Inlet,20.2,g/day
"Mar 1-2, 2017",2017,CCSB- Overflow Weir,THg- particulate,12.5,ng/L,5225.9,Inlet,159.8,g/day
"Mar 1-2, 2017",2017,CCSB- Overflow Weir,THg- total,14.1,ng/L,5225.9,Inlet,180.3,g/day
"Mar 1-2, 2017",2017,CCSB- Overflow Weir,TOC,4.1,mg/L as C,5225.9,Inlet,52.42,"1,000 kg/day"
"Mar 1-2, 2017",2017,CCSB- Overflow Weir,TSS,50.5,mg/L,5225.9,Inlet,645.7,"1,000 kg/day"
"Mar 1-2, 2017",2017,CCSB- Overflow Weir,VSS,7,mg/L,5225.9,Inlet,89.5,"1,000 kg/day"
"Mar 1-2, 2017",2017,Fremont Weir,Chloride- filtered,2.67,mg/L,65183.8,Inlet,425.8,"1,000 kg/day"
"Mar 1-2, 2017",2017,Fremont Weir,DOC,1.02,mg/L as C,65183.8,Inlet,162.7,"1,000 kg/day"
"Mar 1-2, 2017",2017,Fremont Weir,Iron- filtered,122,ug/L,65183.8,Inlet,19460,kg/day
"Mar 1-2, 2017",2017,Fremont Weir,Manganese- filtered,6.9,ug/L,65183.8,Inlet,1100,kg/day
"Mar 1-2, 2017",2017,Fremont Weir,MeHg- filtered,0.03,ng/L,65183.8,Inlet,4.784,g/day
"Mar 1-2, 2017",2017,Fremont Weir,MeHg- particulate,0.053,ng/L,65183.8,Inlet,8.452,g/day
"Mar 1-2, 2017",2017,Fremont Weir,MeHg- total,0.083,ng/L,65183.8,Inlet,13.24,g/day
"Mar 1-2, 2017",2017,Fremont Weir,POC,0.417,mg/L as C,65183.8,Inlet,66.5,"1,000 kg/day"
"Mar 1-2, 2017",2017,Fremont Weir,THg- filtered,1.82,ng/L,65183.8,Inlet,290.2,g/day
"Mar 1-2, 2017",2017,Fremont Weir,THg- particulate,9.68,ng/L,65183.8,Inlet,1544,g/day
"Mar 1-2, 2017",2017,Fremont Weir,THg- total,11.5,ng/L,65183.8,Inlet,1834,g/day
"Mar 1-2, 2017",2017,Fremont Weir,TOC,1.43,mg/L as C,65183.8,Inlet,228.1,"1,000 kg/day"
"Mar 1-2, 2017",2017,Fremont Weir,TSS,61.4,mg/L,65183.8,Inlet,9792,"1,000 kg/day"
"Mar 1-2, 2017",2017,Fremont Weir,VSS,7.5,mg/L,65183.8,Inlet,1196,"1,000 kg/day"
"Mar 1-2, 2017",2017,Knights Landing Ridge Cut,Chloride- filtered,10,mg/L,6699.8,Inlet,163.9,"1,000 kg/day"
"Mar 1-2, 2017",2017,Knights Landing Ridge Cut,DOC,5.9,mg/L as C,6699.8,Inlet,96.71,"1,000 kg/day"
"Mar 1-2, 2017",2017,Knights Landing Ridge Cut,Iron- filtered,354,ug/L,6699.8,Inlet,5803,kg/day
"Mar 1-2, 2017",2017,Knights Landing Ridge Cut,Manganese- filtered,12.6,ug/L,6699.8,Inlet,206.5,kg/day
"Mar 1-2, 2017",2017,Knights Landing Ridge Cut,MeHg- filtered,0.169,ng/L,6699.8,Inlet,2.77,g/day
"Mar 1-2, 2017",2017,Knights Landing Ridge Cut,MeHg- particulate,0.107,ng/L,6699.8,Inlet,1.754,g/day
"Mar 1-2, 2017",2017,Knights Landing Ridge Cut,MeHg- total,0.276,ng/L,6699.8,Inlet,4.524,g/day
"Mar 1-2, 2017",2017,Knights Landing Ridge Cut,POC,1.7,mg/L as C,6699.8,Inlet,27.87,"1,000 kg/day"
"Mar 1-2, 2017",2017,Knights Landing Ridge Cut,THg- filtered,1.5,ng/L,6699.8,Inlet,24.59,g/day
"Mar 1-2, 2017",2017,Knights Landing Ridge Cut,THg- particulate,3.5,ng/L,6699.8,Inlet,57.37,g/day
"Mar 1-2, 2017",2017,Knights Landing Ridge Cut,THg- total,5,ng/L,6699.8,Inlet,81.96,g/day
"Mar 1-2, 2017",2017,Knights Landing Ridge Cut,TOC,7.6,mg/L as C,6699.8,Inlet,124.6,"1,000 kg/day"
"Mar 1-2, 2017",2017,Knights Landing Ridge Cut,TSS,35,mg/L,6699.8,Inlet,573.7,"1,000 kg/day"
"Mar 1-2, 2017",2017,Knights Landing Ridge Cut,VSS,6,mg/L,6699.8,Inlet,98.35,"1,000 kg/day"
"Mar 1-2, 2017",2017,Putah Creek at Mace Blvd,Chloride- filtered,6,mg/L,3693,Inlet,54.21,"1,000 kg/day"
"Mar 1-2, 2017",2017,Putah Creek at Mace Blvd,DOC,2.9,mg/L as C,3693,Inlet,26.2,"1,000 kg/day"
"Mar 1-2, 2017",2017,Putah Creek at Mace Blvd,Iron- filtered,26.6,ug/L,3693,Inlet,240.3,kg/day
"Mar 1-2, 2017",2017,Putah Creek at Mace Blvd,Manganese- filtered,9.53,ug/L,3693,Inlet,86.11,kg/day
"Mar 1-2, 2017",2017,Putah Creek at Mace Blvd,MeHg- filtered,0.05,ng/L,3693,Inlet,0.4518,g/day
"Mar 1-2, 2017",2017,Putah Creek at Mace Blvd,MeHg- particulate,0.108,ng/L,3693,Inlet,0.9758,g/day
"Mar 1-2, 2017",2017,Putah Creek at Mace Blvd,MeHg- total,0.158,ng/L,3693,Inlet,1.428,g/day
"Mar 1-2, 2017",2017,Putah Creek at Mace Blvd,POC,0.2,mg/L as C,3693,Inlet,1.807,"1,000 kg/day"
"Mar 1-2, 2017",2017,Putah Creek at Mace Blvd,THg- filtered,1.3,ng/L,3693,Inlet,11.75,g/day
"Mar 1-2, 2017",2017,Putah Creek at Mace Blvd,THg- particulate,7.75,ng/L,3693,Inlet,70.02,g/day
"Mar 1-2, 2017",2017,Putah Creek at Mace Blvd,THg- total,9.05,ng/L,3693,Inlet,81.77,g/day
"Mar 1-2, 2017",2017,Putah Creek at Mace Blvd,TOC,3.1,mg/L as C,3693,Inlet,28.01,"1,000 kg/day"
"Mar 1-2, 2017",2017,Putah Creek at Mace Blvd,TSS,34,mg/L,3693,Inlet,307.2,"1,000 kg/day"
"Mar 1-2, 2017",2017,Putah Creek at Mace Blvd,VSS,6,mg/L,3693,Inlet,54.21,"1,000 kg/day"
"Mar 1-2, 2017",2017,Sac River above the Sacramento Weir,Chloride- filtered,2,mg/L,19700,Inlet,96.4,"1,000 kg/day"
"Mar 1-2, 2017",2017,Sac River above the Sacramento Weir,DOC,1.6,mg/L as C,19700,Inlet,77.12,"1,000 kg/day"
"Mar 1-2, 2017",2017,Sac River above the Sacramento Weir,Iron- filtered,113,ug/L,19700,Inlet,5446,kg/day
